id,name,race,type,frameType,tcg_date
20720928,Metaphys Factor,Field,Spell Card,spell,2017-10-19
36898537,Metaphys Horus,Wyrm,Synchro Monster,synchro,2015-01-15
72355272,Metaphys Nephthys,Wyrm,Effect Monster,effect,2017-10-19
19476824,Metaphys Ragnarok,Wyrm,Effect Monster,effect,2017-10-19
18743376,Metaphys Tyrant Dragon,Wyrm,Effect Monster,effect,2017-10-19
89208725,Metaverse,Normal,Trap Card,trap,2017-10-19
501000001,Meteo the Matchless,Beast-Warrior,Effect Monster,effect,2004-07-25
22398665,Meteonis Drytron,Ritual,Spell Card,spell,2020-12-03
30086349,Meteor Black Comet Dragon,Dragon,Fusion Monster,fusion,2016-11-03
90660762,Meteor Black Dragon,Dragon,Fusion Monster,fusion,2012-03-16
64271667,Meteor Dragon,Dragon,Normal Monster,normal,2006-12-22
17871506,Meteor Dragon Red-Eyes Impact,Dragon,Gemini Monster,effect,2016-11-03
56856951,Meteor Flare,Normal,Trap Card,trap,2010-02-12
33767325,Meteor of Destruction,Normal,Spell Card,spell,2005-02-26
99748883,Meteor Rush - Monochroid,Machine,Effect Monster,effect,2023-02-09
64274292,Meteorain,Normal,Trap Card,trap,2003-10-10
24166324,Meteoroa Drytron,Continuous,Trap Card,trap,2024-07-18
26638543,Metrognome,Fairy,Pendulum Effect Monster,effect_pendulum,2017-02-09
92826944,Mezuki,Zombie,Effect Monster,effect,2008-07-31
4779823,"Michael, the Arch-Lightsworn",Dragon,Synchro Monster,synchro,2014-06-27
7733560,"Michion, the Timelord",Fairy,Effect Monster,effect,2018-06-28
37580756,Michizure,Normal,Trap Card,trap,2002-10-20
2347477,Micro Coder,Cyberse,Effect Monster,effect,2019-08-20
18190572,Micro Ray,Normal,Trap Card,trap,2004-06-01
75487237,Mid Shield Gardna,Warrior,Effect Monster,effect,2005-05-28
300302036,Middle Age Mechs (Skill Card),Dr. Vellian C,Skill Card,skill,2022-03-17
83678433,Midnight Fiend,Fiend,Normal Monster,normal,
81743801,Mighty Dino King Rex,Dinosaur,Effect Monster,effect,2023-07-27
62327910,Mighty Guard,Machine,Normal Monster,normal,2004-11-20
53981499,Mighty Warrior,Warrior,Synchro Monster,synchro,2014-01-24
57736667,Mikanko Dance - Mayowashidori,Equip,Spell Card,spell,2023-05-04
80044027,Mikanko Fire Dance,Equip,Spell Card,spell,2023-01-19
16310544,Mikanko Kagura,Ritual,Spell Card,spell,2023-01-19
42705243,Mikanko Promise,Normal,Trap Card,trap,2023-01-19
16433136,Mikanko Purification Dance,Equip,Spell Card,spell,2023-01-19
79912449,Mikanko Reflection Rondo,Equip,Spell Card,spell,2023-01-19
78199891,Mikanko Rivalry,Normal,Trap Card,trap,2023-01-19
53174748,Mikanko Spiritwalk,Normal,Trap Card,trap,2023-07-27
43527730,Mikanko Water Arabesque,Equip,Spell Card,spell,2023-01-19
38277918,Mikazukinoyaiba,Dragon,Normal Monster,normal,2002-10-01
85753549,"Mikazukinoyaiba, the Moon Fang Dragon",Dragon,Effect Monster,effect,2024-04-25
47558785,Mild Turkey,Winged Beast,Pendulum Normal Monster,normal_pendulum,2017-05-04
33225925,Milla the Temporal Magician,Spellcaster,Effect Monster,effect,2011-08-06
37613663,Millennium Ankh,Normal,Spell Card,spell,2024-07-18
300201009,Millennium Eye (Skill Card),Pegasus,Skill Card,skill,2019-01-24
47986555,Millennium Golem,Rock,Normal Monster,normal,2005-11-01
300201006,Millennium Necklace (Skill Card),Ishizu,Skill Card,skill,2019-01-24
41044418,Millennium Revelation,Continuous,Spell Card,spell,2020-09-24
82482194,Millennium Scorpion,Insect,Effect Monster,effect,2005-05-28
5130393,Millennium Seeker,Spellcaster,Effect Monster,effect,2021-06-17
32012841,Millennium Shield,Warrior,Normal Monster,normal,2002-12-20
89785779,Millennium-Eyes Illusionist,Spellcaster,Effect Monster,effect,2018-02-22
41578483,Millennium-Eyes Restrict,Spellcaster,Fusion Monster,fusion,2018-02-22
23746827,Million-Century Ice Prison,Quick-Play,Spell Card,spell,2023-07-27
7489323,Milus Radiant,Beast,Effect Monster,effect,2002-06-26
10632284,Mimesis Elephant,Normal,Trap Card,trap,2022-08-04
88032456,Mimicat,Normal,Spell Card,spell,2015-07-16
72427512,Mimicking Man-Eater Bug,Insect,Flip Effect Monster,effect,2021-11-04
5972394,Mimiclay,Normal,Spell Card,spell,2014-11-06
50415441,Mimighoul Archfiend,Fiend,Flip Effect Monster,effect,2024-07-18
101206090,Mimighoul Armor,Warrior,Flip Effect Monster,effect,2024-10-10
23920796,Mimighoul Cerberus,Beast,Flip Effect Monster,effect,2024-07-18
1012061,Mimighoul Charm,Warrior,Spell Card,spell,2024-10-04
81522098,Mimighoul Dragon,Dragon,Flip Effect Monster,effect,2024-07-18
86809440,Mimighoul Dungeon,Field,Spell Card,spell,2024-07-18
101206091,Mimighoul Fairy,Fairy,Flip Effect Monster,effect,2024-10-10
101206095,Mimighoul Fork,Fairy,Spell Card,spell,2024-10-10
13204145,Mimighoul Maker,Normal,Spell Card,spell,2024-07-18
55537983,Mimighoul Master,Zombie,Effect Monster,effect,2024-07-18
59293853,Mimighoul Room,Normal,Trap Card,trap,2024-07-18
101206092,Mimighoul Slime,Aqua,Flip Effect Monster,effect,2024-10-10
101206094,Mimighoul Throne,Rock,XYZ Monster,xyz,2024-10-10
74879881,Mimikuril,Fiend,Effect Monster,effect,2019-10-24
45651298,Mimimic,Machine,Effect Monster,effect,2013-05-17
76348260,Mimir of the Nordic Ascendant,Fairy,Effect Monster,effect,2011-02-08
61845881,Minairuka,Fish,Effect Monster,effect,2023-02-09
32539892,Minar,Insect,Effect Monster,effect,2002-09-16
12172567,Mind Castlin,Psychic,Synchro Monster,synchro,2024-09-19
37520316,Mind Control,Normal,Spell Card,spell,2005-02-15
15800838,Mind Crush,Normal,Trap Card,trap,2004-10-01
68937720,Mind Drain,Continuous,Trap Card,trap,2013-05-17
75392615,Mind Haxorz,Normal,Trap Card,trap,2004-11-20
96782886,Mind Master,Psychic,Tuner Monster,effect,2008-08-09
66690411,Mind on Air,Spellcaster,Effect Monster,effect,2004-10-01
59718521,Mind Over Matter,Counter,Trap Card,trap,2008-08-09
69257165,Mind Pollutant,Normal,Spell Card,spell,2012-11-09
85060248,Mind Protector,Psychic,Effect Monster,effect,2008-08-09
300201008,Mind Scan (Skill Card),Pegasus,Skill Card,skill,2019-01-24
38680149,Mind Trust,Normal,Spell Card,spell,2009-05-02
52817046,Mind Wipe,Quick-Play,Spell Card,spell,2004-10-01
76321376,Mine Golem,Rock,Effect Monster,effect,2005-05-28
94079037,Mine Mole,Beast,Effect Monster,effect,2010-08-07
85519211,Minefield Eruption,Normal,Trap Card,trap,2005-05-28
24419823,Minefieldriller,Machine,Effect Monster,effect,2009-09-01
40164421,"Minerva, Lightsworn Maiden",Spellcaster,Tuner Monster,effect,2014-06-27
53666449,"Minerva, Scholar of the Sky",Fairy,Effect Monster,effect,2018-01-18
18843291,"Minerva, the Athenian Lightsworn",Fairy,Synchro Monster,synchro,2024-04-25
30100551,"Minerva, the Exalted Lightsworn",Fairy,XYZ Monster,xyz,2015-08-30
54537490,Mini Mare Mare Token,Wyrm,Token,token,
99004752,Mini-Guts,Normal,Spell Card,spell,2012-04-28
34815282,Miniaturize,Continuous,Trap Card,trap,2008-08-05
73341839,Miniborrel Dragon,Dragon,Link Monster,link,2018-07-26
43708640,Minoan Centaur,Beast-Warrior,Effect Monster,effect,2009-05-02
46864967,Minomushi Warrior,Rock,Normal Monster,normal,
1918087,Minor Goblin Official,Continuous,Trap Card,trap,2002-10-20
44201739,Mira Match,Spellcaster,Effect Monster,effect,2024-06-20
60181553,Mira the Star-Bearer,Warrior,XYZ Monster,xyz,2013-11-08
35255456,Miracle Contact,Normal,Spell Card,spell,2012-08-18
6343408,Miracle Dig,Normal,Spell Card,spell,2003-03-01
44887817,Miracle Fertilizer,Continuous,Spell Card,spell,2008-11-01
131182,Miracle Flipper,Spellcaster,Effect Monster,effect,2008-05-03
45906428,Miracle Fusion,Normal,Spell Card,spell,2005-08-06
63259351,Miracle Jurassic Egg,Dinosaur,Effect Monster,effect,2006-08-16
55985014,Miracle Kids,Normal,Trap Card,trap,2006-02-18
97168905,Miracle Locus,Normal,Trap Card,trap,2009-05-02
40456412,Miracle of the Supreme King,Normal,Trap Card,trap,2023-10-19
68334074,Miracle Restoring,Normal,Trap Card,trap,2003-10-10
44297127,Miracle Rupture,Normal,Spell Card,spell,2020-07-23
31461282,Miracle Stone,Continuous,Spell Card,spell,2019-07-11
36484016,Miracle Synchro Fusion,Normal,Spell Card,spell,2010-08-07
21636650,Miracle's Wake,Normal,Trap Card,trap,2010-08-07
80551130,Miraculous Descent,Continuous,Trap Card,trap,2006-05-17
37011715,Miraculous Rebirth,Quick-Play,Spell Card,spell,2006-11-15
15960641,Mirage Dragon,Dragon,Effect Monster,effect,2004-11-20
49217579,Mirage Knight,Warrior,Effect Monster,effect,2003-12-01
52607696,Mirage Mirror Force,Normal,Trap Card,trap,2024-04-25
41482598,Mirage of Nightmare,Continuous,Spell Card,spell,2003-07-18
73936388,Mirage Swordsman,Warrior,Effect Monster,effect,2024-01-18
63442605,Mirage Token,Warrior,Token,token,
48017809,Mirage Tube,Quick-Play,Spell Card,spell,2008-01-26
44095762,Mirror Force,Normal,Trap Card,trap,2002-06-26
84687358,Mirror Force Dragon,Dragon,Fusion Monster,fusion,2015-07-16
29649320,Mirror Force Launcher,Continuous,Trap Card,trap,2018-07-26
43452193,Mirror Gate,Normal,Trap Card,trap,2007-08-15
45358284,Mirror Ladybug,Insect,Effect Monster,effect,2010-11-06
9396662,Mirror Mage of the Ice Barrier,Aqua,Tuner Monster,effect,2024-06-20
67232306,Mirror Mail,Normal,Trap Card,trap,2011-11-10
46656406,Mirror of Oaths,Normal,Trap Card,trap,2009-05-02
10691144,Mirror of the Ice Barrier,Quick-Play,Spell Card,spell,2010-11-06
1200843,Mirror of Yata,Equip,Spell Card,spell,2008-08-09
40159926,Mirror Resonator,Fiend,Tuner Monster,effect,2015-10-01
28954097,Mirror Swordknight,Illusion,Effect Monster,effect,2023-07-27
22359980,Mirror Wall,Continuous,Trap Card,trap,2002-10-20
44146295,Mirrorjade the Iceblade Dragon,Wyrm,Fusion Monster,fusion,2022-04-14
33178416,Misairuzame,Fish,Normal Monster,normal,2002-03-08
38572779,Miscellaneousaurus,Dinosaur,Effect Monster,effect,2017-02-09
164710,Mischief of the Gnomes,Normal,Trap Card,trap,2015-01-15
92182447,Mischief of the Time Goddess,Quick-Play,Spell Card,spell,2018-08-16
29795530,Mischief of the Yokai,Normal,Trap Card,trap,2010-11-06
1036974,Misfortune,Normal,Spell Card,spell,2006-05-17
28115467,MiSolfachord Eliteia,Fairy,Pendulum Effect Monster,effect_pendulum,2021-04-29
58392024,Mispolymerization,Normal,Trap Card,trap,2005-05-28
12836042,Missing Force,Warrior,Effect Monster,effect,2012-11-09
3987233,Missus Radiant,Beast,Link Monster,link,2017-08-03
28601770,Mist Archfiend,Fiend,Effect Monster,effect,2007-05-16
15240238,Mist Bird Clausolas,Winged Beast,Synchro Monster,synchro,2013-08-08
47529357,Mist Body,Equip,Spell Card,spell,2006-12-22
65549080,Mist Condor,Winged Beast,Effect Monster,effect,2010-01-29
29587993,Mist Valley Apex Avian,Winged Beast,Effect Monster,effect,2010-05-25
14983497,Mist Valley Baby Roc,Winged Beast,Tuner Monster,effect,2010-05-25
41978142,Mist Valley Executor,Thunder,Effect Monster,effect,2010-05-25
82199284,Mist Valley Falcon,Winged Beast,Effect Monster,effect,2010-05-25
95443805,Mist Valley Shaman,Winged Beast,Tuner Monster,effect,2009-11-05
22837504,Mist Valley Soldier,Winged Beast,Tuner Monster,effect,2009-11-05
89310929,Mist Valley Thunder Lord,Thunder,Synchro Monster,synchro,2010-05-25
69448290,Mist Valley Thunderbird,Thunder,Effect Monster,effect,2009-11-05
29054481,Mist Valley Watcher,Spellcaster,Normal Monster,normal,2010-01-29
92933195,Mist Valley Windmaster,Winged Beast,Tuner Monster,effect,2010-01-29
27315304,Mist Wurm,Thunder,Synchro Monster,synchro,2009-11-05
59305593,Mistake,Continuous,Trap Card,trap,2013-11-08
89883517,Mistaken Accusation,Quick-Play,Spell Card,spell,2016-01-14
4227096,Mistaken Arrest,Quick-Play,Spell Card,spell,2015-08-06
65170459,Mistar Boy,Aqua,Link Monster,link,2017-09-21
22404675,Mithra the Thunder Vassal,Thunder,Effect Monster,effect,2016-01-28
67282505,Mitsu the Insect Ninja,Insect,Effect Monster,effect,2022-10-20
71340250,Mixeroid,Machine,Effect Monster,effect,2017-09-07
45159319,Moai Interceptor Cannons,Rock,Effect Monster,effect,2005-05-28
4929256,Mobius the Frost Monarch,Aqua,Effect Monster,effect,2004-10-01
23689697,Mobius the Mega Monarch,Aqua,Effect Monster,effect,2014-01-24
9861795,Mogmole,Beast,Effect Monster,effect,2012-11-09
66736715,"Moissa Knight, the Comet General",Warrior,Pendulum Effect Monster,effect_pendulum,2023-05-04
75285069,Moisture Creature,Fairy,Effect Monster,effect,2003-07-18
94878265,Moja,Beast,Effect Monster,effect,2009-03-10
27288416,Mokey Mokey,Fairy,Normal Monster,normal,2004-06-01
99910751,Mokey Mokey Adrift,Fairy,Effect Monster,effect,2022-08-04
13803864,Mokey Mokey King,Fairy,Fusion Monster,fusion,2004-11-20
1965724,Mokey Mokey Smackdown,Continuous,Spell Card,spell,2004-11-20
85401123,Mokomoko,Illusion,Flip Effect Monster,effect,2024-02-08
17192817,Molten Behemoth,Pyro,Normal Monster,normal,2003-07-18
72142276,Molten Conduction Field,Normal,Spell Card,spell,2012-09-28
19384334,Molten Destruction,Field,Spell Card,spell,2002-09-16
37436476,Molten Whirlwind Wall,Continuous,Trap Card,trap,2011-05-29
4732017,Molten Zombie,Pyro,Effect Monster,effect,2004-03-01
95784434,Molting Escape,Equip,Spell Card,spell,2009-11-17
7225792,Mon Larvas,Beast,Normal Monster,normal,
3810071,Monk Fighter,Rock,Effect Monster,effect,2005-05-28
32519092,Monk of the Tenyi,Wyrm,Link Monster,link,2019-07-25
56897896,Mono Synchron,Machine,Tuner Monster,effect,2014-10-23
58807980,Monoceros,Beast,Effect Monster,effect,2010-08-07
23270035,Monster Assortment,Normal,Trap Card,trap,2021-08-12
36121917,Monster Egg,Warrior,Normal Monster,normal,2002-03-08
637216,Monster Express,Machine,Effect Monster,effect,2019-10-24
84133008,Monster Eye,Fiend,Effect Monster,effect,2010-08-14
43040603,Monster Gate,Normal,Spell Card,spell,2004-06-01
54564198,Monster Rebirth,Normal,Trap Card,trap,2022-02-10
60621361,Monster Rebone,Continuous,Trap Card,trap,2015-05-14
83764719,Monster Reborn,Normal,Spell Card,spell,2002-03-08
50213848,Monster Reborn Reborn,Normal,Spell Card,spell,2018-04-28
93108433,Monster Recovery,Quick-Play,Spell Card,spell,2002-10-20
74848038,Monster Reincarnation,Normal,Spell Card,spell,2004-11-20
9576193,Monster Slots,Normal,Spell Card,spell,2011-11-10
97612389,Monster Tamer,Warrior,Normal Monster,normal,2013-10-11
35712107,Monstrous Bird,Winged Beast,Normal Monster,normal,
15820147,Monsturtle,Aqua,Normal Monster,normal,
23303072,Montage Dragon,Dragon,Effect Monster,effect,2008-08-09
14005031,Moon Dance Ritual,Continuous,Trap Card,trap,2013-08-08
66818682,Moon Dragon Quilla,Dragon,Synchro Monster,synchro,2010-02-12
45909477,Moon Envoy,Warrior,Normal Monster,normal,2006-12-22
19508728,Moon Mirror Shield,Equip,Spell Card,spell,2015-05-14
71818935,Moon of the Closed Heaven,Fiend,Link Monster,link,2024-07-18
97452818,Moon Token,Fairy,Token,token,
16366944,Moonlit Papillon,Insect,Effect Monster,effect,2012-04-28
58074572,Mooyan Curry,Normal,Spell Card,spell,2010-08-14
93671934,Morale Boost,Continuous,Spell Card,spell,2003-12-01
73244186,Moray of Avarice,Normal,Spell Card,spell,2022-08-04
22123627,Moray of Greed,Normal,Spell Card,spell,2009-11-17
12760674,Mordschlag,Equip,Spell Card,spell,2019-05-02
38505587,Moremarshmallon,Fairy,Effect Monster,effect,2024-04-25
24027078,"Morgan, the Enchantress of Avalon",Spellcaster,Effect Monster,effect,2018-10-18
55784832,Morinphen,Fiend,Normal Monster,normal,2002-06-26
71717923,Mormolith,Rock,Effect Monster,effect,2007-08-15
85457355,Morph King Stygi-Gel,Fiend,Tuner Monster,effect,2021-07-08
38267552,"Morpheus, the Dream Mirror Black Knight",Warrior,Effect Monster,effect,2019-07-25
1872843,"Morpheus, the Dream Mirror White Knight",Warrior,Effect Monster,effect,2019-07-25
33508719,Morphing Jar,Rock,Flip Effect Monster,effect,2002-10-01
79106360,Morphing Jar #2,Rock,Flip Effect Monster,effect,2002-10-20
43573231,Morpho Butterspy,Warrior,Effect Monster,effect,2012-04-28
92890308,Morphtransition,Normal,Trap Card,trap,2008-11-01
44424095,Morphtronic Accelerator,Normal,Spell Card,spell,2008-11-01
85101228,Morphtronic Bind,Continuous,Trap Card,trap,2009-05-02
48381268,Morphtronic Boarden,Machine,Effect Monster,effect,2009-02-28
92720564,Morphtronic Boomboxen,Machine,Effect Monster,effect,2008-11-01
28124263,Morphtronic Cameran,Machine,Effect Monster,effect,2008-11-01
93542102,Morphtronic Celfon,Machine,Effect Monster,effect,2008-11-01
91607976,Morphtronic Clocken,Machine,Effect Monster,effect,2008-11-01
90659259,Morphtronic Converter,Normal,Spell Card,spell,2022-08-04
70423794,Morphtronic Cord,Equip,Spell Card,spell,2008-11-01
66331855,Morphtronic Datatron,Pyro,Effect Monster,effect,2008-11-01
37260946,Morphtronic Earfon,Machine,Synchro Monster,synchro,2022-08-04
7817703,Morphtronic Engine,Equip,Spell Card,spell,2008-11-01
77229910,Morphtronic Forcefield,Counter,Trap Card,trap,2009-02-28
44413654,Morphtronic Impact Return,Normal,Trap Card,trap,2022-11-17
76865611,Morphtronic Lantron,Machine,Tuner Monster,effect,2011-04-30
29947751,Morphtronic Magnen,Thunder,Effect Monster,effect,2008-11-01
45593005,Morphtronic Magnen Bar,Thunder,Effect Monster,effect,2009-09-01
56074358,Morphtronic Map,Field,Spell Card,spell,2009-02-28
14613029,Morphtronic Mix-up,Normal,Trap Card,trap,2009-02-28
28284902,Morphtronic Monitron,Continuous,Trap Card,trap,2008-11-01
55119278,Morphtronic Radion,Thunder,Effect Monster,effect,2008-11-01
57108202,Morphtronic Remoten,Machine,Tuner Monster,effect,2009-05-02
90239723,Morphtronic Repair Unit,Equip,Spell Card,spell,2009-05-02
20686759,Morphtronic Rusty Engine,Equip,Spell Card,spell,2009-02-28
1876841,Morphtronic Scannen,Machine,Tuner Monster,effect,2022-08-04
10591919,Morphtronic Scopen,Machine,Tuner Monster,effect,2009-05-02
75775867,Morphtronic Slingen,Machine,Effect Monster,effect,2009-02-28
15521027,Morphtronic Smartfon,Machine,Tuner Monster,effect,2015-01-15
2250266,Morphtronic Staplen,Machine,Effect Monster,effect,2011-04-30
38082437,Morphtronic Telefon,Machine,Tuner Monster,effect,2022-08-04
48868994,Morphtronic Vacuumen,Machine,Effect Monster,effect,2010-05-07
84592800,Morphtronic Videon,Machine,Effect Monster,effect,2009-05-02
49833312,"Morphtronics, Scramble!",Normal,Trap Card,trap,2010-05-07
8483333,Mosaic Manticore,Beast,Effect Monster,effect,2008-11-01
57839750,Mother Grizzly,Beast-Warrior,Effect Monster,effect,2002-09-16
17021204,Mother Spider,Insect,Effect Monster,effect,2009-11-17
34034150,Mother Spider Splitter,Insect,Effect Monster,effect,2023-06-22
18837926,Motivating Captain,Warrior,Effect Monster,effect,2017-08-03
77672444,Motor Frenzy,Machine,Effect Monster,effect,2022-05-19
78394032,Motor Shell,Machine,Effect Monster,effect,2022-05-05
13959634,Moulinglacia the Elemental Lord,Sea Serpent,Effect Monster,effect,2012-11-09
269012,Mound of the Bound Creator,Field,Spell Card,spell,2014-04-25
70222318,Mount Sylvania,Field,Spell Card,spell,2014-01-24
50913601,Mountain,Field,Spell Card,spell,2002-03-08
4931562,Mountain Warrior,Beast-Warrior,Normal Monster,normal,
3395226,Mozarta the Melodious Maestra,Fairy,Effect Monster,effect,2014-08-14
31477025,Mr. Volcano,Pyro,Normal Monster,normal,2002-10-20
86767655,Ms. Judge,Fiend,Effect Monster,effect,2014-11-06
71607202,Muckraker From the Underworld,Fiend,Link Monster,link,2022-10-20
70307656,Mucus Yolk,Aqua,Effect Monster,effect,2003-07-18
71002019,Mudan the Rikka Fairy,Plant,Effect Monster,effect,2020-04-03
84040113,Muddy Mudragon,Dragon,Synchro Monster,synchro,2019-05-02
82108372,Mudora,Fairy,Effect Monster,effect,2003-12-01
99937011,Mudora the Sword Oracle,Fairy,Effect Monster,effect,2022-11-03
54757758,Mudragon of the Swamp,Wyrm,Fusion Monster,fusion,2018-08-30
46657337,Muka Muka,Rock,Effect Monster,effect,2002-06-26
80863132,Muko,Normal,Trap Card,trap,2004-10-01
42141493,Mulcharmy Fuwalos,Winged Beast,Effect Monster,effect,2024-07-27
84192580,Mulcharmy Purulia,Aqua,Effect Monster,effect,2024-07-18
35514097,Multi Token,Machine,Token,token,
885016,Multi-Universe,Field,Spell Card,spell,2024-04-25
14057297,Multiple Destruction,Normal,Trap Card,trap,2015-06-19
71628381,Multiple Piece Golem,Rock,Fusion Monster,fusion,2008-08-09
22493811,Multiplication of Ants,Normal,Spell Card,spell,2004-03-01
40703222,Multiply,Quick-Play,Spell Card,spell,2009-02-28
92385016,Munin the Runick Wings,Fairy,Fusion Monster,fusion,2022-08-25
60398723,Murmur of the Forest,Normal,Spell Card,spell,2011-11-10
41458579,Musakani Magatama,Counter,Trap Card,trap,2011-02-08
4848423,Muscle Medic,Warrior,Effect Monster,effect,2017-10-19
69992868,Muse-A,Fairy,Normal Monster,normal,
14181608,Mushroom Man,Plant,Normal Monster,normal,2009-01-05
93900406,Mushroom Man #2,Warrior,Effect Monster,effect,2002-06-26
96637156,Musical Sumo Dice Games,Machine,XYZ Monster,xyz,2022-05-19
56907389,Musician King,Spellcaster,Fusion Monster,fusion,2002-06-26
68191243,Mustering of the Dark Scorpions,Normal,Spell Card,spell,2003-12-01
9837195,"Musto, Oracle of Gusto",Psychic,Effect Monster,effect,2012-05-25
88654892,Mutamorphosis,Normal,Spell Card,spell,2024-02-08
11508758,Mutant Mindmaster,Spellcaster,Effect Monster,effect,2008-03-12
75364199,Mutually Affured Destruction,Normal,Trap Card,trap,2020-01-30
26563200,Muzurhythm the String Djinn,Fiend,XYZ Monster,xyz,2012-04-13
69279219,My Body as a Shield,Quick-Play,Spell Card,spell,2003-10-10
56700100,My Friend Purrely,Continuous,Spell Card,spell,2023-01-19
13735899,Mysterion the Dragon Crown,Spellcaster,Fusion Monster,fusion,2021-06-03
1347977,Mysterious Guard,Spellcaster,Flip Effect Monster,effect,2003-06-06
54098121,Mysterious Puppeteer,Warrior,Effect Monster,effect,2002-03-29
53291093,Mysterious Triangle,Quick-Play,Spell Card,spell,2009-02-28
62793020,Mystery Hand,Fiend,Normal Monster,normal,
18108166,Mystery Shell Dragon,Wyrm,Normal Monster,normal,2015-08-06
25774450,Mystic Box,Normal,Spell Card,spell,2006-01-18
47060154,Mystic Clown,Fiend,Normal Monster,normal,2002-03-29
68516705,Mystic Horseman,Beast,Normal Monster,normal,2002-03-29
98049915,Mystic Lamp,Spellcaster,Effect Monster,effect,2002-06-26
51912531,Mystic Macrocarpa Seed,Plant,Tuner Monster,effect,2014-01-24
76375976,Mystic Mine,Field,Spell Card,spell,2019-05-02
14198496,Mystic Piper,Spellcaster,Effect Monster,effect,2011-04-30
18161786,Mystic Plasma Zone,Field,Spell Card,spell,2002-09-16
97534104,Mystic Potato,Plant,Effect Monster,effect,2024-02-08
49251811,Mystic Probe,Normal,Trap Card,trap,2002-10-20
47507260,Mystic Swordsman LV2,Warrior,Effect Monster,effect,2004-10-01
74591968,Mystic Swordsman LV4,Warrior,Effect Monster,effect,2004-10-01
60482781,Mystic Swordsman LV6,Warrior,Effect Monster,effect,2004-11-20
83011278,Mystic Tomato,Plant,Effect Monster,effect,2002-09-16
89194033,Mystical Beast of Serket,Fairy,Effect Monster,effect,2010-10-15
63515678,Mystical Capture Chain,Fairy,Normal Monster,normal,
48356796,Mystical Cards of Light,Continuous,Spell Card,spell,2008-05-03
15025844,Mystical Elf,Spellcaster,Normal Monster,normal,2002-03-08
15613529,Mystical Elf - White Lightning,Spellcaster,Effect Monster,effect,2022-07-21
85239662,Mystical Fairy Elfuria,Spellcaster,Effect Monster,effect,2013-01-25
98745000,Mystical Knight of Jackal,Beast-Warrior,Effect Monster,effect,2003-07-18
36607978,Mystical Moon,Equip,Spell Card,spell,2002-03-08
35563539,Mystical Refpanel,Normal,Trap Card,trap,2010-08-07
32751480,Mystical Sand,Rock,Fusion Monster,fusion,2012-11-23
30451366,Mystical Sheep #1,Beast,Effect Monster,effect,2002-10-01
83464209,Mystical Sheep #2,Beast,Normal Monster,normal,2002-03-08
39552864,Mystical Shine Ball,Fairy,Normal Monster,normal,2004-06-01
5318639,Mystical Space Typhoon,Quick-Play,Spell Card,spell,2002-09-16
63516460,Mystical Wind Typhoon,Quick-Play,Spell Card,spell,2006-11-15
80161395,Mystik Wok,Quick-Play,Spell Card,spell,2004-06-01
81263643,Mystrick Hulder,Spellcaster,Effect Monster,effect,2018-10-18
300102002,Mythic Depths,Mako,Skill Card,skill,2019-05-30
50457953,Mythic Tree Dragon,Dragon,Effect Monster,effect,2013-11-08
92841002,Mythic Water Dragon,Dragon,Effect Monster,effect,2013-11-08
80959027,Mythical Beast Bashilisk,Spellcaster,Pendulum Effect Monster,effect_pendulum,2018-02-01
55424270,Mythical Beast Cerberus,Spellcaster,Effect Monster,effect,2006-01-18
28570310,Mythical Beast Garuda,Spellcaster,Pendulum Effect Monster,effect_pendulum,2018-02-01
91182675,Mythical Beast Jackal,Spellcaster,Pendulum Effect Monster,effect_pendulum,2018-02-01
27354732,Mythical Beast Jackal King,Spellcaster,Pendulum Effect Monster,effect_pendulum,2018-02-01
53842431,Mythical Beast Master Cerberus,Spellcaster,Pendulum Effect Monster,effect_pendulum,2018-02-01
54965929,Mythical Beast Medusa,Spellcaster,Pendulum Effect Monster,effect_pendulum,2018-02-01
24429467,Mythical Bestiamorph,Continuous,Trap Card,trap,2018-02-01
38325384,Mythical Bestiary,Quick-Play,Spell Card,spell,2018-02-01
94599451,Mythical Institution,Continuous,Spell Card,spell,2018-07-26
7574904,Myutant Arsenal,Machine,Effect Monster,effect,2020-11-05
34695290,Myutant Beast,Beast,Effect Monster,effect,2020-11-05
79072916,Myutant Blast,Equip,Spell Card,spell,2020-11-05
5466615,Myutant Clash,Continuous,Trap Card,trap,2020-11-05
31855260,Myutant Cry,Normal,Trap Card,trap,2020-11-05
34572613,Myutant Evolution Lab,Field,Spell Card,spell,2020-11-05
60967717,Myutant Expansion,Continuous,Trap Card,trap,2020-11-05
42577802,Myutant Fusion,Normal,Spell Card,spell,2020-11-05
43709490,Myutant GB-88,Psychic,Effect Monster,effect,2020-11-05
62201847,Myutant M-05,Psychic,Effect Monster,effect,2020-11-05
61089209,Myutant Mist,Spellcaster,Effect Monster,effect,2020-11-05
26561172,Myutant Mutant,Psychic,Effect Monster,effect,2022-02-10
8200556,Myutant ST-46,Psychic,Effect Monster,effect,2020-11-05
79194594,Myutant Synthesis,Psychic,Fusion Monster,fusion,2020-11-05
6182103,Myutant Ultimus,Psychic,Fusion Monster,fusion,2020-11-05
34876719,N.As.H. Knight,Aqua,XYZ Monster,xyz,2022-06-16
1984618,Nadir Servant,Normal,Spell Card,spell,2020-08-06
97518132,Naelshaddoll Ariel,Psychic,Flip Effect Monster,effect,2020-02-13
